admin_pk,schedule_id,integration,customer_id,customer_name,admin_schedule_status,admin_disabled_by,admin_disabled_at,admin_reenabled_by,admin_reenabled_at,admin_created_date,admin_updated_date,s3_tenant_id,s3_settings_found,ddb_last_patrol_ts,ddb_last_patrol_days_ago,ddb_patrol_count_30d,ddb_patrol_count_7d,ddb_patrol_count_total,immix_code,immix_schedule_status,verdict,notes
104,3837e1c1-10ec-4414-7860-08ddcb586af6,vch,36255,Gulf Shores Power Sports (Building 2)-GMS,Active,,,,,2025-07-29T16:35:20.690489Z,2025-08-27T14:30:59.546801Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
103,dac1ead8-0328-4bd2-7861-08ddcb586af6,vch,36254,Gulf Shores Powersports (Building 3)-GMS,Active,,,,,2025-07-29T16:35:19.442768Z,2025-08-27T14:30:58.786476Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
1053,fc13c9bd-b82a-4b3b-871d-08de99738c40,vch,44781,GWSI|GoldenWestSecurity|308151|CinmarkKester,Active,,,,,2026-04-16T19:21:40.940235Z,2026-04-16T19:21:56.716598Z,cf3332da-49dd-4757-b64f-0d5e207ae9e2,yes,,,0,0,0,200,Deleted,gone_explicit,
1049,220a582c-ad11-4136-a048-08de8f388c7e,vch,44346,GWSI|GoldenWestSecurity|308479|SeaColonyApts,Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2026-04-10T18:30:45.285052Z,2026-04-24T18:06:39.340035Z,cf3332da-49dd-4757-b64f-0d5e207ae9e2,yes,,,0,0,0,200,Active,active,
157,670dcb17-a549-4342-8815-08ddf582ce91,vch,37980,hanwha,Active,,,,,2025-09-17T18:55:35.086593Z,2025-09-17T18:56:07.821136Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
1032,911ca04e-e0a8-45a8-a043-08de8f388c7e,vch,45845,hanwha 2 (Health Check),Deleted,,,,,2026-04-08T18:13:03.797227Z,2026-04-08T18:13:03.797239Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
1033,56b9ba89-8985-4abb-d04c-08de842903cf,vch,45845,hanwha 2 (Health Check),Deleted,,,,,2026-04-08T18:13:03.908366Z,2026-04-08T18:13:03.908383Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
1034,1c963f06-bcbf-45f8-d03c-08de842903cf,vch,45845,hanwha 2 (Health Check),Deleted,,,,,2026-04-08T18:13:04.082020Z,2026-04-08T18:13:04.082031Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
1035,b5509ab8-9824-4f01-d03a-08de842903cf,vch,45845,hanwha 2 (Health Check),Deleted,,,,,2026-04-08T18:13:04.232447Z,2026-04-08T18:13:04.232466Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
1036,e3b3ba1a-109a-4ca6-9eae-08de7df60b13,vch,45845,hanwha 2 (Health Check),Deleted,,,,,2026-04-08T18:13:04.424288Z,2026-04-08T18:13:04.424299Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
1037,64ef36df-90eb-488e-865f-08de6b14f39b,vch,45845,hanwha 2 (Health Check),Deleted,,,,,2026-04-08T18:13:04.601004Z,2026-04-08T18:13:04.601016Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
1051,7f02ec73-3af8-4b5f-871b-08de99738c40,vch,45845,hanwha 2 (Health Check),Paused,,,,,2026-04-14T18:25:57.386498Z,2026-04-14T18:27:23.874272Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
1052,c76c0856-5216-4999-871c-08de99738c40,vch,45845,hanwha 2 (Health Check),Deleted,,,,,2026-04-14T18:27:23.225043Z,2026-04-14T18:27:23.225053Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
252,0742c195-2a00-457d-ae2b-08de30eab4a6,autopatrol,40178,hanwha 3,Paused,,,,,2025-12-01T15:06:44.345321Z,2026-02-04T15:49:07.871097Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,1770219902,79.1,0,0,1135,200,Paused,paused_manual_review,
663,66ff7bd4-4b8b-4aaa-865e-08de6b14f39b,vch,43928,hanwha (Health Check),Deleted,,,,,2026-03-09T16:12:28.224249Z,2026-03-09T16:12:28.224263Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
63,baf0893c-09fd-494a-b9d6-08ddc53a8a29,vch,36019,Hilton Garden Inn-AIS,Active,,,,,2025-07-22T17:01:20.876562Z,2025-07-22T17:02:16.638684Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
276,84e19a3a-d847-4618-a958-08de3c0d225f,vch,38694,Immix Nottingham Office,Active,,,,,2025-12-15T19:09:31.853903Z,2025-12-15T19:09:33.470402Z,e386800a-7c29-44d1-a15e-d9d96efe460b,yes,,,0,0,0,401,(err),auth_fail,
247,8cb04a90-b09f-470c-a2ae-08de236d35cb,vch,38694,Immix Nottingham Office,Active,,,,,2025-11-17T15:13:29.378243Z,2025-12-15T18:04:34.153415Z,e386800a-7c29-44d1-a15e-d9d96efe460b,yes,,,0,0,0,401,(err),auth_fail,
246,f5f4d25e-3315-41c9-a2ad-08de236d35cb,vch,38694,Immix Nottingham Office,Active,,,,,2025-11-17T14:33:31.649922Z,2025-11-17T15:13:36.955450Z,e386800a-7c29-44d1-a15e-d9d96efe460b,yes,,,0,0,0,401,(err),auth_fail,
33,3817577f-be8c-44c8-b9f4-08ddc53a8a29,vch,35989,Joe Bullard Chevrolet - AIS,Active,,,,,2025-07-22T17:00:43.331514Z,2025-07-22T17:01:52.206640Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
352,2cd94340-4b88-45aa-63a1-08de68121368,autopatrol,42376,Journey Juice (2),Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2026-02-10T20:52:13.582763Z,2026-04-24T18:06:39.951670Z,4e352315-7c11-42ef-9d88-8713176e1948,yes,1771107300,68.8,0,0,5,200,Deleted,gone_explicit,
497,46939693-c7f9-4711-4a76-08de7320782e,autopatrol,38313,Lab Audio,Paused,,,,,2026-02-24T22:48:35.561236Z,2026-02-25T19:19:04.765985Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,1772046900,58.0,0,0,82,200,Paused,paused_manual_review,
184,4e5abae7-5182-45c8-4f9e-08ddfc56029c,vch,38313,Lab Audio,Deleted,,,,,2025-09-28T17:18:01.619039Z,2025-09-28T17:18:01.619066Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
498,02812a83-7834-4c01-49f5-08de4f8a91c4,autopatrol,38313,Lab Audio,Deleted,,,,,2026-02-24T22:50:39.971366Z,2026-02-24T22:50:39.971379Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
250,8ad5672f-649c-4054-c544-08de1b193ea0,autopatrol,38313,Lab Audio,Paused,,,,,2025-11-20T17:06:48.478841Z,2026-02-24T22:50:40.115480Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
185,0f532fbd-a3df-4fd9-4f9d-08ddfc56029c,vch,38314,Lab Hik,Deleted,,,,,2025-09-28T17:18:03.275547Z,2025-09-28T17:18:03.275561Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
172,f9be679d-7474-47d9-4fb1-08ddfc56029c,vch,38314,Lab Hik,Active,,,,,2025-09-28T17:16:17.161735Z,2025-09-28T17:16:59.790371Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
76,eb270312-a618-4903-b9c9-08ddc53a8a29,vch,36032,Ladd Supply-AIS,Active,,,,,2025-07-22T17:01:36.744568Z,2025-07-22T17:02:27.152236Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
75,1020dfc2-b30c-4808-b9ca-08ddc53a8a29,vch,36031,Lanier Construction-AIS,Active,,,,,2025-07-22T17:01:35.564852Z,2025-07-22T17:02:26.414656Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
333,9a97942b-c5f5-4808-49e6-08de4f8a91c4,vch,41262,"Link Housing - 550 M St, Eureka, CA",Active,,,,,2026-01-13T20:37:33.847646Z,2026-01-13T20:38:16.516087Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
330,6a065a14-823b-4345-49e9-08de4f8a91c4,vch,41259,Link Housing - 611 8th St,Active,,,,,2026-01-13T20:37:30.279452Z,2026-01-13T20:38:13.447193Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
332,15060ed4-9772-4997-49e7-08de4f8a91c4,vch,41261,Link Housing - Myrtle Ave,Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2026-01-13T20:37:32.696083Z,2026-04-24T18:06:40.643928Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
596,65c62d88-d814-4b7a-2f49-08de794c2d73,autopatrol,41158,Live Site 2,Paused,,,,,2026-03-03T17:46:41.358304Z,2026-03-26T19:17:35.518396Z,37575b9e-59eb-43dd-8c91-b8ad1bc470db,yes,1774551601,29.0,1,0,83,,(exc),other,
365,a557e14d-0f33-46b4-8658-08de6b14f39b,vch,41158,Live Site 2,Deleted,,,,,2026-02-17T15:09:32.989628Z,2026-02-17T15:09:32.989648Z,37575b9e-59eb-43dd-8c91-b8ad1bc470db,yes,,,0,0,0,,(exc),other,
1026,e6ccef6b-2d9d-4341-a03f-08de8f388c7e,autopatrol,41158,Live Site 2,Paused,,,,,2026-04-07T17:41:01.268706Z,2026-04-09T17:52:40.363426Z,37575b9e-59eb-43dd-8c91-b8ad1bc470db,yes,1775678401,15.9,53,0,53,,(exc),other,
761,b281d97f-0d17-49bd-d04d-08de842903cf,vch,41158,Live Site 2,Active,,,,,2026-03-20T18:02:15.900239Z,2026-04-10T19:13:36.485036Z,37575b9e-59eb-43dd-8c91-b8ad1bc470db,yes,,,0,0,0,,(exc),other,
34,c1e22a12-3786-42a5-b9f3-08ddc53a8a29,vch,35990,Living Word Christian Center-AIS,Active,,,,,2025-07-22T17:00:44.732719Z,2025-07-22T17:01:52.890425Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
143,db821de2-4f2e-46b9-1be1-08ddf04438b2,vch,37742,London,Active,,,,,2025-09-10T08:32:15.864565Z,2025-09-10T08:32:20.429901Z,b594cbbe-b7f0-4efb-b4b3-51e28520c2f5,yes,,,0,0,0,401,(err),auth_fail,
148,54923949-a0c2-40ea-02bd-08dde70262a5,vch,35876,London,Active,,,,,2025-09-10T08:40:32.066796Z,2025-09-10T08:41:05.792279Z,8591e195-6c73-4dcd-8351-b3dda89fbdda,yes,,,0,0,0,400,(err),gone_400,
51,31d50208-e62d-48fa-b9e2-08ddc53a8a29,vch,36007,Long and Long-AIS,Active,,,,,2025-07-22T17:01:05.667118Z,2025-07-22T17:02:06.895351Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
55,121d9c4c-9b88-4ab2-b9de-08ddc53a8a29,vch,36011,Marine Street Lofts-AIS,Active,,,,,2025-07-22T17:01:10.680714Z,2025-07-22T17:02:10.064087Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
37,7b998c05-cc92-4284-b9f0-08ddc53a8a29,vch,35993,Mark Sofge- AIS,Active,,,,,2025-07-22T17:00:48.276980Z,2025-07-22T17:01:55.407092Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
189,f51ce963-78c0-4e26-4f97-08ddfc56029c,vch,38318,McCall,Deleted,,,,,2025-09-28T17:18:15.662405Z,2025-09-28T17:18:15.662419Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
178,667a7dd8-2b08-47d6-4fab-08ddfc56029c,vch,38318,McCall,Active,,,,,2025-09-28T17:16:23.817464Z,2025-09-28T17:17:04.468464Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
59,c585f6b7-e5be-4e6d-b9da-08ddc53a8a29,vch,36015,McConnell Automotive-AIS,Active,,,,,2025-07-22T17:01:15.955115Z,2025-07-22T17:02:13.306298Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
42,7634b7c0-f0c8-47f0-b9eb-08ddc53a8a29,vch,35998,Metal Roofing Center & Supply-AIS,Active,,,,,2025-07-22T17:00:54.723109Z,2025-07-22T17:01:59.323005Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
335,117cb29f-c63e-481e-49e4-08de4f8a91c4,vch,41264,Mission Ace Hardware and Lumber,Active,,,,,2026-01-13T20:37:36.133725Z,2026-01-13T20:38:18.017494Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
133,3f8d5271-43b5-49c5-b97b-08ddc53a8a29,autopatrol,37261,New Office Cams,Deleted,,,,,2025-08-27T14:27:09.183482Z,2025-08-27T14:27:09.183503Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,200,Deleted,gone_explicit,
131,97c853a4-59d2-4c6e-b97d-08ddc53a8a29,vch,37261,New Office Cams,Paused,,,,,2025-08-26T19:01:11.269239Z,2025-11-05T14:46:30.671619Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,200,Paused,paused_manual_review,
134,4f4786a0-184b-4db4-b973-08ddc53a8a29,vch,37261,New Office Cams,Deleted,,,,,2025-08-27T14:27:09.909305Z,2025-08-27T14:27:09.909322Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,200,Deleted,gone_explicit,
132,23fc5dbb-68ab-4ec8-b97a-08ddc53a8a29,vch,37261,New Office Cams,Paused,,,,,2025-08-26T19:06:08.273433Z,2025-11-05T14:46:31.221767Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,200,Paused,paused_manual_review,
130,3be27053-3965-403d-b97e-08ddc53a8a29,vch,37261,New Office Cams,Paused,,,,,2025-08-26T19:01:10.414819Z,2025-11-05T14:46:30.080025Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,200,Paused,paused_manual_review,
144,4cef2d66-2847-4498-1be2-08ddf04438b2,vch,37743,New York,Active,,,,,2025-09-10T08:32:17.634598Z,2025-09-10T08:32:21.532880Z,b594cbbe-b7f0-4efb-b4b3-51e28520c2f5,yes,,,0,0,0,401,(err),auth_fail,
149,e0f9c21f-05a2-4c32-02be-08dde70262a5,vch,35877,New York,Active,,,,,2025-09-10T08:40:33.270040Z,2025-09-10T08:41:06.619235Z,8591e195-6c73-4dcd-8351-b3dda89fbdda,yes,,,0,0,0,400,(err),gone_400,
23,36aef843-4be3-4df6-b9fe-08ddc53a8a29,vch,35979,North Gate Apartments - AIS - BAD ACCOUNT,Active,,,,,2025-07-22T17:00:30.692936Z,2025-07-22T17:01:44.134861Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
188,a3a66cf3-7f24-453f-4f98-08ddfc56029c,vch,38317,NS,Deleted,,,,,2025-09-28T17:18:13.956411Z,2025-09-28T17:18:13.956427Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
177,f5b997e9-5076-4860-4fac-08ddfc56029c,vch,38317,NS,Active,,,,,2025-09-28T17:16:22.757536Z,2025-09-28T17:17:03.722062Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
68,6b49bf73-4919-489f-b9d1-08ddc53a8a29,vch,36024,Ocean Marine Daphne-AIS,Active,,,,,2025-07-22T17:01:27.066059Z,2025-07-22T17:02:20.652064Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
38,4ec841fe-5528-463e-b9ef-08ddc53a8a29,vch,35994,Ocean Marine Foley- 7623 Hwy 59- AIS,Active,,,,,2025-07-22T17:00:49.568040Z,2025-07-22T17:01:56.222228Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
27,cab27a3e-9770-4142-b9fa-08ddc53a8a29,vch,35983,Ocean Marine Foley -7651 Hwy 59- AIS,Active,,,,,2025-07-22T17:00:35.864194Z,2025-07-22T17:01:47.304878Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
74,c9c16c35-270e-4543-b9cb-08ddc53a8a29,vch,36030,Ocean Marine Gulf Port-AIS,Active,,,,,2025-07-22T17:01:34.334711Z,2025-07-22T17:02:25.450468Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
73,816a557e-8b26-4808-b9cc-08ddc53a8a29,vch,36029,Ocean Marine Ocean Springs-AIS,Active,,,,,2025-07-22T17:01:33.091292Z,2025-07-22T17:02:24.624454Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
54,2d864525-6c5c-47f0-b9df-08ddc53a8a29,vch,36010,Old Shell Lofts-AIS,Active,,,,,2025-07-22T17:01:09.407302Z,2025-07-22T17:02:09.330312Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
53,aaebbe90-f2a5-4e57-b9e0-08ddc53a8a29,vch,36009,PFM Trucking-DBA American Waste Solutions-AIS,Active,,,,,2025-07-22T17:01:08.099371Z,2025-07-22T17:02:08.395343Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
164,790a386f-fdea-4ff6-881b-08ddf582ce91,vch,37990,Rick Test Site 2,Paused,,,,,2025-09-18T04:06:55.026025Z,2025-09-18T04:06:55.026040Z,1419710a-2fcb-4b53-8d0b-404a42f889ed,yes,,,0,0,0,200,Paused,paused_manual_review,
696,836fa518-adce-4f9f-9eb0-08de7df60b13,vch,44029,RRMS Corona Office - 80409998 VID4000,Deleted,,,,,2026-03-11T13:57:49.667451Z,2026-03-11T13:57:49.667466Z,69e1fb38-3413-4023-b6f8-c3d687bd6f61,yes,,,0,0,0,200,Deleted,gone_explicit,
697,84b6901e-0850-49a2-9eb2-08de7df60b13,vch,43637,RRMS Internal Testing - VID9999,Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2026-03-11T17:15:39.904608Z,2026-04-24T18:06:41.155673Z,69e1fb38-3413-4023-b6f8-c3d687bd6f61,yes,,,0,0,0,200,Active,active,
1050,54801b82-abb4-424b-871a-08de99738c40,vch,43637,RRMS Internal Testing - VID9999,Active,,,,,2026-04-13T15:45:45.082702Z,2026-04-13T15:46:00.707863Z,69e1fb38-3413-4023-b6f8-c3d687bd6f61,yes,,,0,0,0,200,Active,active,
217,a2050da9-81d5-47ba-6a51-08de07409dfa,vch,39252,(RVM2657) 8A4265 - Pemberton HCC,Active,,,,,2025-10-30T23:21:19.530844Z,2025-10-30T23:21:27.173087Z,cc24a89f-d7d1-4648-9ce8-d29301dfb266,yes,,,0,0,0,401,(err),auth_fail,
221,c5c3b241-c23d-4ff5-c526-08de1b193ea0,vch,39346,(RVM2730) PTI Monitoring - 420 William St Victoria,Paused,,,,,2025-11-04T16:10:16.170268Z,2025-11-25T17:52:24.534847Z,cc24a89f-d7d1-4648-9ce8-d29301dfb266,yes,,,0,0,0,401,(err),auth_fail,
